auctionId,auctionSeason,auctionNumber,auctionName,auctionStyle,completionStyle,auctioneer,Link,openDate,closeDate,daysToClose,Status,Open Month,Close Month,targetFunding,augmentated,augmentTokens,augmentGrunnel,augmentWithheld,augmentedTotal,fundingNoAugment,preorderTotal
20181,2018,1,2018 8K Super Lightning Auction!,Super Condensed,Fixed Date,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=248428,2018-09-27,2018-09-30,3,Closed,12,12,"$8,000.00",No,,,,$0.00,"$8,000.00",$0.00
20182,2018,2,2018 8k Order Auction,Onyx Condensed,Fixed Date,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=246166,2017-10-29,2017-11-05,7,Closed,1,2,"$8,000.00",No,,,,$0.00,"$8,000.00",$64.00
20183,2018,3,2018 8k Order Auction,Onyx Condensed,Fixed Date,edwin,https://truedungeon.com/forum?view=topic&catid=584&id=246219,2017-11-06,2017-11-18,12,Closed,2,2,"$7,400.00",No,,,-$206.55,-$206.55,"$7,606.55",$72.00
20184,2018,4,2018 8k Onyx token auction,Onyx Condensed,Fixed Date,Starkhound (Edwin),https://truedungeon.com/forum?view=topic&catid=584&id=246641,2018-01-27,2018-02-05,9,Closed,4,5,"$7,850.00",No,,,,$0.00,"$7,850.00",$0.00
20185,2018,5,8K Auction,Super Condensed,Fixed Date,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=248189,2018-08-26,2018-09-06,11,Closed,11,12,"$8,000.00",No,,,,$0.00,"$8,000.00",$0.00
20186,2018,6,ONE MORE 2018 8k Order,Super Condensed,Fixed Date,jpotter,https://truedungeon.com/forum?view=topic&catid=584&id=248423,2018-09-25,2018-09-29,4,Closed,12,12,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20191,2019,1,Nick Braun,Super Condensed,Fixed Date,Nick Braun,https://truedungeon.com/forum?view=topic&catid=584&id=248693,2018-12-15,2019-01-08,24,Closed,3,4,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20192,2019,2,2019 $8k Auction,Condensed,Fixed Date,Azzy,https://truedungeon.com/forum?view=topic&catid=584&id=248945,2019-03-01,2019-03-15,14,Closed,6,6,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20193,2019,3,Post GenCon Token Auction,Super Condensed,Fixed Date,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=250310,2019-08-10,2019-08-23,13,Closed,11,11,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20194,2019,4,Super Condensed 8K Auction - Get Your Tokens Before GenCon 2019,Super Condensed,Fixed Date,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=249548,2019-05-27,2019-05-28,1,Closed,8,8,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20195,2019,5,Super Condensed 8k Auction -Pre GenCon 2019 Wrap-up,Super Condensed,Fixed Date,Tialong,https://truedungeon.com/forum?view=topic&catid=584&id=249582,2019-06-03,2019-06-26,23,Closed,9,9,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20196,2019,6,Super Condensed 8K Auction,Super Condensed,Fixed Date,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=249002,2019-03-21,2019-04-02,12,Closed,6,7,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20197,2019,7,Super Condensed 8K Auction - Hurry before Origins!,Super Condensed,Fixed Date,Braxton,https://truedungeon.com/forum?view=topic&catid=584&id=249199,2019-05-02,2019-05-18,16,Closed,8,8,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20198,2019,8,Pre GameHole Con Auction,Super Condensed,Fixed Date,Starkhound (Edwin),https://truedungeon.com/forum?view=topic&catid=584&id=250328,2019-08-12,2019-09-07,26,Closed,11,12,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20201,2020,1,Discount Lightning Auction 2020 $8k No.1,Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=250524,2019-10-05,2019-10-09,4,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$12.80
20202,2020,2,Discount Lightning Auction 2020 $8k No.2,Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=250545,2019-10-09,2019-10-12,3,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$12.80
20203,2020,3,Discount Lightning Auction 2020 $8k No.3,Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=250555,2019-10-12,2019-10-14,2,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$11.20
20204,2020,4,Discount Lightning Auction 2020 $8k No.4,Onyx Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=250559,2019-10-14,2019-10-20,6,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$32.00
20205,2020,5,Discount Lightning Auction 2020 $8k No.5,Onyx Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=250572,2019-10-20,2019-10-23,3,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$16.00
20206,2020,6,Discount Lightning Auction 2020 $8k No.6,Onyx Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=250584,2019-10-23,2019-10-30,7,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20207,2020,7,Discount Lightning Auction 2020 $8k No.7,Onyx Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=250617,2019-10-30,2019-11-19,20,Closed,1,2,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
20209,2020,9,Discount Lightning Auction 2020 $8k No.9 ,Onyx Super Condensed,Lightning,Matthew Hayward,https://truedungeon.com/forum?view=topic&catid=584&id=251008,2020-03-19,2020-06-14,87,Closed,6,9,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202010,2020,10,Lightning-style 2020 8k Auction,Super Condensed,Lightning,Azzy,https://truedungeon.com/forum?view=topic&catid=584&id=251419,2020-08-04,2020-08-15,11,Closed,11,11,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202011,2020,11,End of Year 2020 $8K Token Auction,Super Condensed,Fixed Date,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=251417,2020-08-04,2020-08-27,23,Closed,11,11,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202012,2020,12,August 2020 End-of-Year 8k Lightning Auction,Super Condensed,Lightning,Dergidan,https://truedungeon.com/forum?view=topic&catid=584&id=251612,2020-08-23,2020-09-12,20,Closed,11,12,"$7,375.00",No,,,,$0.00,"$7,375.00",$0.00
202013,2020,13,Maybe I Think Final Auction,Super Condensed,Lightning,Ralykam,https://truedungeon.com/forum?view=topic&catid=584&id=251801,2020-09-12,2020-09-15,3,Closed,12,12,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202014,2020,14,Last Chance Lightning Auction,Super Condensed,Lightning,Azzy,https://truedungeon.com/forum?view=topic&catid=584&id=251827,2020-09-15,2020-09-19,4,Closed,12,12,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202015,2020,15,Really This Time I Think Final Auction (Lightning Style),Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=251843,2020-09-17,2020-09-23,6,Closed,12,12,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202016,2020,16,Post-PAX 8k Auction,Super Condensed,Lightning,Azzy,https://truedungeon.com/forum?view=topic&catid=584&id=250851,2020-01-20,2020-02-03,14,Closed,4,5,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202017,2020,17,2020 Auction #3,Super Condensed,Fixed Date,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=250753,2019-12-08,2019-12-24,16,Closed,3,3,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202018,2020,18,"And now, for something completely different",Super Condensed,Lightning,jpotter,https://truedungeon.com/forum?view=topic&catid=584&id=250597,2019-10-26,2019-11-01,6,Closed,1,2,"$8,000.00",Yes,"$1,597.00",,,"$1,597.00","$6,403.00",$0.00
202019,2020,19, 8k Auction,Super Condensed,Fixed Date,Kakitahan,https://truedungeon.com/forum?view=topic&catid=584&id=250582,2019-10-23,2019-11-16,24,Closed,1,2,"$7,250.00",Yes,$788.00,,,$788.00,"$6,462.00",$16.00
202020,2020,20,Condensed 2020 $8k auction with Relics & Kilt,Condensed,Fixed Date,Cliff,https://truedungeon.com/forum?view=topic&catid=584&id=250724,2019-11-26,2019-12-06,10,Closed,2,3,"$7,500.00",Yes,$830.00,,,$830.00,"$6,670.00",$0.00
202021,2020,21,Post GHC 8k Token Auction 2020,Super Condensed,Fixed Date,Lord Brian,https://truedungeon.com/forum?view=topic&catid=584&id=250632,2019-11-03,2019-11-26,23,Closed,2,2,"$7,500.00",Yes,$186.00,,,$186.00,"$7,314.00",$0.00
202022,2020,22,2020 $8k Auction,Super Condensed,Fixed Date,Azzy,https://truedungeon.com/forum?view=topic&catid=584&id=250541,2019-10-08,2019-10-22,14,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$24.00
20211,2021,1,Lightning Style 2021 Onyx Set Auction,Onyx Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=251888,2020-10-01,2020-10-18,17,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$32.00
20212,2021,2,2021 Onyx Super-Condensed Lightning Auction,Onyx Super Condensed,Fixed Date,Azzy,https://truedungeon.com/forum?view=topic&catid=584&id=252032,2020-10-26,2020-11-12,17,Closed,1,2,"$7,500.00",No,,,,$0.00,"$7,500.00",$24.00
20213,2021,3,Another 2021 Onyx Super-Condensed Lightning Auction,Onyx Super Condensed,Lightning,Ralykam,https://truedungeon.com/forum?view=topic&catid=584&id=252093,2020-11-12,2020-11-19,7,Closed,2,2,"$7,500.00",No,,,,$0.00,"$7,500.00",$16.00
20214,2021,4,Tyler-style Supercondensed Lightning,Super Condensed,Lightning,Tyler,https://truedungeon.com/forum?view=topic&catid=584&id=252126,2020-11-17,2020-12-16,29,Closed,2,3,"$8,000.00",Yes,$902.50,,,$902.50,"$7,097.50",$0.00
20215,2021,5,8k Augmented auction,Super Condensed,Lightning,jpotter,https://truedungeon.com/forum?view=topic&catid=584&id=252273,2020-12-13,2020-12-19,6,Closed,3,3,"$8,000.00",Yes,"$1,174.00",,,"$1,174.00","$6,826.00",$0.00
20216,2021,6,Another 2021 Super-Condensed Lightning Auction,Super Condensed,Lightning,ralykam,https://truedungeon.com/forum?view=topic&catid=584&id=252705,2021-03-30,2021-04-01,2,Closed,6,7,"$7,500.00",Yes,$195.00,,,$195.00,"$7,305.00",$0.00
20217,2021,7,8K super condensed auction,Super Condensed,Fixed Date,Miathin,https://truedungeon.com/forum?view=topic&catid=584&id=252597,2021-03-12,2021-03-19,7,Closed,6,6,"$7,400.00",No,,,,$0.00,"$7,400.00",$0.00
20218,2021,8,Not an April Fool's Joke Augmented 8K Auction,Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=252713,2021-04-01,2021-04-03,2,Closed,7,7,"$7,600.00",Yes,$191.00,,,$191.00,"$7,409.00",$0.00
20219,2021,9,Once More with Feeling!,Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=252725,2021-04-04,2021-04-11,7,Closed,7,7,"$7,500.00",Yes,$117.00,,,$117.00,"$7,383.00",$0.00
202110,2021,10,The Next 2021 8K Super-Condensed Lightning Style Auction,Super Condensed,Lightning,David Harris,https://truedungeon.com/forum?view=topic&catid=584&id=252798,2021-04-03,2021-04-27,24,Closed,7,7,"$7,500.00",Yes,$156.00,,,$156.00,"$7,344.00",$0.00
202111,2021,11,“O' For The Love...” 2021 $8k auction,Condensed,Lightning,Casey Wren,https://truedungeon.com/forum?view=topic&catid=584&id=252908,2021-04-27,2021-05-16,19,Closed,7,8,"$8,000.00",Yes,$877.50,,,$877.50,"$7,122.50",$0.00
202112,2021,12,Utaku's 8K Super Condensed Lightning Style Auction,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253054,2021-05-26,2021-06-06,11,Closed,8,9,"$7,300.00",No,,,,$0.00,"$7,300.00",$0.00
202113,2021,13,8K Super-Condensed Lightning Style Auction,Super Condensed,Lightning,Scott,https://truedungeon.com/forum?view=topic&catid=584&id=252991,2021-05-06,2021-05-31,25,Closed,8,8,"$7,600.00",Yes,$175.00,,,$175.00,"$7,425.00",$0.00
202114,2021,14,Time for Another,Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=253375,2021-08-19,2021-09-04,16,Closed,11,12,"$7,500.00",Yes,$165.00,,,$165.00,"$7,335.00",$0.00
202115,2021,15,SC 8K Lightning Auction,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253486,2021-09-05,2021-09-20,15,Closed,12,12,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202116,2021,16, Let's Get it Started,Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=253576,2021-09-29,2021-10-10,11,Closed,12,13,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202117,2021,17,2021 8K Super Cond Lightning(-ish) Auction!!!,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253624,2021-10-10,2021-10-11,1,Closed,13,13,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202118,2021,18,Utaku's Auction Block: 8K Super Cond Lightning (-ish),Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253627,2021-10-11,2021-10-15,4,Closed,13,13,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202119,2021,19,Utaku's Auction Block: SC 8K Lightning-ish Auction,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253649,2021-10-16,2021-10-21,5,Closed,13,13,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202120,2021,20,Utaku's Auction Block: 2021 8K Super Cond,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253679,2021-10-21,2021-10-27,6,Closed,13,13,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202121,2021,21,The FINAL Countdown 2021 8k Auction,Super Condensed,Fixed Date,Casey Wren,https://truedungeon.com/forum?view=topic&catid=584&id=253721,2021-10-28,2021-10-31,3,Closed,13,13,"$8,000.00",Yes,$720.00,,,$720.00,"$7,280.00",$0.00
202122,2021,22,Super Condensed 8k Auction,Super Condensed,Lightning,Josh M,https://truedungeon.com/forum?view=topic&catid=584&id=253182,2021-06-21,2021-07-20,29,Closed,9,10,"$7,500.00",Yes,$285.00,,,$285.00,"$7,215.00",$0.00
202123,2021,23,8k Super-Condensed Token Auction 2021,Super Condensed,Lightning,Lord Brian,https://truedungeon.com/forum?view=topic&catid=584&id=252325,2020-12-22,2021-01-04,13,Closed,3,4,"$7,500.00",Yes,$306.00,,,$306.00,"$7,194.00",$0.00
202124,2021,24,8k Super Condensed SUCCESSFUL,Super Condensed,Fixed Date,Josh M,https://truedungeon.com/forum?view=topic&catid=584&id=252382,2021-01-21,2021-01-31,10,Closed,4,4,"$7,500.00",Yes,$341.75,,,$341.75,"$7,158.25",$0.00
20221,2022,1,Fred and Friends 2022 pre-order auction ,Super Condensed,Lightning,Fred K,https://truedungeon.com/forum?view=topic&catid=584&id=253708,2021-11-06,2021-11-06,1,Closed,1,1,"$7,500.00",Yes,$705.00,,,$705.00,"$6,795.00",$0.00
20222,2022,2,Kurtreznor's 2022 ONYX 8k Auction,Onyx Super Condensed,Lightning,kurtreznor,https://truedungeon.com/forum?view=topic&catid=584&id=253712,2021-11-06,2021-11-11,5,Closed,1,1,"$8,000.00",Yes,$494.50,,,$494.50,"$7,505.50",$72.00
20223,2022,3,8K SC Pre-Order #1 LIGHTNING Auction,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253761,2021-11-06,2021-11-07,1,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$40.00
20224,2022,4,8K ONYX SC Pre-Order #2 LIGHTNING Auction,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253782,2021-11-07,2021-11-08,1,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$48.00
20225,2022,5,8K ONYX CONDENSED Pre-Order #3 LIGHTNING Auction,Onyx Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253785,2021-11-08,2021-11-10,2,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$32.00
20226,2022,6,2022 “Good Ol' Fashion” Auction with random URs,Super Condensed,Fixed Date,Casey Wren,https://truedungeon.com/forum?view=topic&catid=584&id=253775,2021-11-06,2021-11-10,4,Closed,1,1,"$8,000.00",No,,,,$0.00,"$8,000.00",$64.00
20227,2022,7,8K ONYX SC Pre-Order #4 LIGHTNING Auction,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253806,2021-11-11,2021-11-12,1,Closed,1,1,"$7,600.00",No,,,,$0.00,"$7,600.00",$32.00
20228,2022,8,8K ONYX SC Pre-Order #5 LIGHTNING Auction,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253813,2021-11-12,2021-11-13,1,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$64.00
20229,2022,9,8K ONYX SC Pre-Order #6 LIGHTNING Auction,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253825,2021-11-14,2021-11-16,2,Closed,1,1,"$7,600.00",No,,,,$0.00,"$7,600.00",$40.00
202210,2022,10,8K ONYX SC Pre-Order #7 LIGHTNING,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253841,2021-11-16,2021-11-17,1,Closed,1,1,"$7,600.00",No,,,,$0.00,"$7,600.00",$48.00
202211,2022,11,(Token of Time),Super Condensed,Lightning,Lord Brian,https://truedungeon.com/forum?view=topic&catid=584&id=253807,2021-11-11,2021-11-17,6,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$48.00
202212,2022,12,UTC: 8K ONYX SC Pre-Order #8,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253849,2021-11-17,2021-11-20,3,Closed,1,1,"$7,600.00",No,,,,$0.00,"$7,600.00",$40.00
202213,2022,13,2022 Auction #1 - Lightning Style,Onyx Super Condensed,Lightning,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=253875,2021-11-21,2021-11-24,3,Closed,1,1,"$7,450.00",No,,,,$0.00,"$7,450.00",$32.00
202214,2022,14,2022 Auction #2,Onyx Super Condensed,Lightning,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=253893,2021-11-24,2021-11-27,3,Closed,1,1,"$7,300.00",No,,,,$0.00,"$7,300.00",$64.00
202215,2022,15,UTC: 8K ONYX SC Pre-Ord #9 LIGHTNING Auction,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253880,2021-11-22,2021-11-28,6,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$40.00
202216,2022,16,Super Condensed Non-Onyx With Mage Medallion,Super Condensed,Lightning,Josh M,https://truedungeon.com/forum?view=topic&catid=584&id=253774,2021-11-06,2021-11-16,10,Closed,1,1,"$7,500.00",Yes,$368.00,,,$368.00,"$7,132.00",$32.00
202217,2022,17,2022 Non Onyx Super Condensed Lightning Auction,Super Condensed,Lightning,WM13,https://truedungeon.com/forum?view=topic&catid=584&id=253848,2021-11-17,2021-11-21,4,Closed,1,1,"$7,200.00",Yes,$97.50,,,$97.50,"$7,102.50",$40.00
202218,2022,18,2022 Auction #3 - Lightning Style,Super Condensed,Lightning,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=253900,2021-11-27,2021-11-30,3,Closed,1,1,"$7,300.00",No,,,,$0.00,"$7,300.00",$0.00
202219,2022,19,Just Another 2022 Onyx Lightning Auction,Onyx Super Condensed,Lightning,Ralykam,https://truedungeon.com/forum?view=topic&catid=584&id=253786,2021-11-08,2021-11-16,8,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$32.00
202220,2022,20,2022 Auction #4 - Lightning Style,Super Condensed,Lightning,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=253913,2021-11-30,2021-12-04,4,Closed,1,1,"$7,300.00",No,,,,$0.00,"$7,300.00",$0.00
202221,2022,21,2022 Onyx Pre Order Auction,Onyx Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=253772,2021-11-06,2021-11-08,2,Closed,1,1,"$7,500.00",No,,,,$0.00,"$7,500.00",$32.00
202222,2022,22,8K ONYX SC Pre-Order #10,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253922,2021-12-01,2021-12-15,14,Closed,1,2,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202223,2022,23,2022 Auction #5 - Lightning Style,Super Condensed,Lightning,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=253932,2021-12-04,2021-12-13,9,Closed,1,2,"$7,150.00",No,,,,$0.00,"$7,150.00",$0.00
202224,2022,24, 8K ONYX SC PO #11 LIGHTNING,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=253973,2021-12-15,2022-01-01,17,Closed,2,2,"$7,400.00",No,,,,$0.00,"$7,400.00",$0.00
202225,2022,25,American Cancer Society 8k Benefit Auction,Super Condensed,Lightning,Casey Wren,https://truedungeon.com/forum?view=topic&catid=584&id=253917,2021-12-01,2021-12-27,26,Closed,1,2,"$8,000.00",Yes,$281.00,,,$281.00,"$7,719.00",$0.00
202226,2022,26,UTC: 8K SUPER CONDENSED LIGHTNING #12,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254014,2022-01-02,2022-01-13,11,Closed,2,3,"$7,400.00",No,,,,$0.00,"$7,400.00",$0.00
202227,2022,27,2022 laz token order auction #1,Super Condensed,Fixed Date,Laz,https://truedungeon.com/forum?view=topic&catid=584&id=253931,2021-12-04,2021-12-28,24,Closed,1,2,"$7,200.00",No,,,,$0.00,"$7,200.00",$0.00
202228,2022,28,One more (before preorder end),Super Condensed,Lightning,WM13,https://truedungeon.com/forum?view=topic&catid=584&id=254037,2022-01-07,2022-01-15,8,Closed,3,3,"$7,400.00",No,,,,$0.00,"$7,400.00",$0.00
202229,2022,29,8K SC Pre-Order #13 LIGHTNING Auction,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254057,2022-01-14,2022-01-16,2,Closed,3,3,"$7,400.00",No,,,,$0.00,"$7,400.00",$0.00
202230,2022,30,12 Days Xmas Auction,Super Condensed,Lightning,Edwin,https://truedungeon.com/forum?view=topic&catid=584&id=253966,2021-12-13,2022-01-07,25,Closed,2,3,"$7,150.00",No,,,,$0.00,"$7,150.00",$0.00
202231,2022,31,AND THE KITCHEN SINK,Super Condensed,Semi-Lightning,jpotter,https://truedungeon.com/forum?view=topic&catid=584&id=254104,2022-01-22,2022-01-24,2,Closed,3,3,"$8,000.00",Yes,"$1,251.00",,,"$1,251.00","$6,749.00",$0.00
202232,2022,32,Another Augmented Auction,Super Condensed,Semi-Lightning,Ralykam,https://truedungeon.com/forum?view=topic&catid=584&id=254151,2022-02-04,2022-02-15,11,Closed,3,4,"$7,500.00",Yes,$565.00,,,$565.00,"$6,935.00",$0.00
202233,2022,33,Augmented 8K Auction,Super Condensed,Semi-Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=254135,2022-01-28,2022-02-05,8,Closed,3,3,"$8,000.00",Yes,$478.50,,,$478.50,"$7,521.50",$0.00
202234,2022,34,UTC: 8K ONYX SC LIGHTNING,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254179,2022-02-16,2022-02-27,11,Closed,4,4,"$7,600.00",No,,,,$0.00,"$7,600.00",$0.00
202235,2022,35,Beertram's 8K Super-Condensed Auction,Super Condensed,Semi-Lightning,Beertram,https://truedungeon.com/forum?view=topic&catid=584&id=254175,2022-02-15,2022-02-26,11,Closed,4,4,"$8,000.00",Yes,$695.00,,,$695.00,"$7,305.00",$0.00
202236,2022,36,Flik's Augmented Auction,Super Condensed,Semi-Lightning,Flik,https://truedungeon.com/forum?view=topic&catid=584&id=254160,2022-02-11,2022-03-17,34,Closed,4,5,"$8,000.00",Yes,$485.00,,,$485.00,"$7,515.00",$0.00
202237,2022,37,8K SUPER CONDENSED LIGHTNING AUCTION,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254232,2022-03-01,2022-03-20,19,Closed,4,5,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202238,2022,38,8K ONYX SC LNG (Sponsored by Mike Steele),Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254276,2022-03-16,2022-04-02,17,Closed,5,5,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202239,2022,39,Beertram's Next Augmented Super Condensed 8K Auction,Super Condensed,Lightning,Beertram,https://truedungeon.com/forum?view=topic&catid=584&id=254295,2022-03-19,2022-04-09,21,Closed,5,6,"$8,000.00",Yes,$481.00,,,$481.00,"$7,519.00",$0.00
202240,2022,40,Another Amazing Augmented 8K Auction!,Super Condensed,Lightning,Wade S,https://truedungeon.com/forum?view=topic&catid=584&id=254413,2022-04-08,2022-04-26,18,Closed,6,6,"$8,000.00",Yes,$545.00,,,$545.00,"$7,455.00",$0.00
202241,2022,41,UTC: 8K SC LIGHTNING AUCTION (Sponsored by Zorblak),Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254455,2022-04-15,2022-05-10,25,Closed,6,7,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202242,2022,42,UTC: 8K SC LIGHTNING AUCTION,Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254623,2022-05-15,2022-05-29,14,Closed,7,7,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202243,2022,43,Beertram's Third Augmented Super Condensed 8K Auction,Super Condensed,Semi-Lightning,Beertram,https://truedungeon.com/forum?view=topic&catid=584&id=254692,2022-05-23,2022-06-04,12,Closed,7,7,"$8,000.00",Yes,$885.00,,,$885.00,"$7,115.00",$0.00
202244,2022,44,UTC: 8K SC LIGHTNING AUCTION,Super Condensed,Semi-Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254792,2022-06-01,2022-06-13,12,Closed,7,8,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
202245,2022,45,UTC: 8K ONYX-ISH SC LIGHTNING AUCTION,Onyx Super Condensed,Lightning,Matt Soto,https://truedungeon.com/forum?view=topic&catid=584&id=254932,2022-06-23,2022-07-07,14,Closed,8,9,"$7,500.00",No,,,,$0.00,"$7,500.00",$0.00
